frame	time	x	y	burst
129029	32	299	321	0
129030	64	299	316	0
129031	95	298	312	0
129032	127	297	307	0
129033	159	297	304	0
129034	191	296	301	0
129035	223	295	299	0
129036	255	294	298	0
129037	287	294	295	0
129038	335	294	292	0
129039	367	294	288	0
129040	398	293	284	0
129041	431	293	280	0
129042	463	293	275	0
129043	495	293	272	0
129044	527	293	267	0
129045	559	294	262	0
129046	591	294	257	0
129047	623	294	254	0
129048	655	294	249	0
129049	687	294	245	0
129050	735	294	240	0
129051	767	294	236	0
129052	799	294	231	0
129053	831	294	226	0
129054	863	294	221	0
129055	895	294	217	0
129056	927	294	213	0
129057	959	294	209	0
129058	991	294	205	0
129059	1023	294	201	0
129060	1055	296	196	0
129061	1087	296	193	0
129062	1135	296	189	0
129063	1167	297	184	0
129064	1199	297	180	0
129065	1231	298	176	0
129066	1263	298	172	0
129067	1295	298	168	0
129068	1327	298	164	0
129069	1359	299	160	0
129070	1391	300	156	0
129071	1423	301	152	0
129072	1455	302	148	0
129073	1487	303	144	0
129074	1540	304	140	0
129075	1583	304	136	0
129076	1615	305	133	0
129077	1643	306	130	0
129078	1671	307	127	0
129079	1700	309	124	0
129080	1729	310	121	0
129081	1759	311	120	0
129082	1791	312	118	0
129083	1823	313	118	0
129084	1855	313	118	0
129085	1887	313	118	0
129086	1935	313	118	0
129087	1967	313	118	0
129088	1999	313	118	0
129089	2031	313	118	0
129090	2063	313	118	0
129091	2095	313	117	0
129092	2127	314	118	0
129093	2159	314	118	0
129094	2191	314	118	0
129095	2223	313	118	0
129096	2255	314	118	0
129097	2287	313	118	0
129098	2335	313	118	0
129099	2367	313	118	0
129100	2399	314	118	0
129101	2431	313	118	0
129102	2463	313	119	0
129103	2494	313	118	0
129104	2527	313	118	0
129105	2559	314	118	0
129106	2591	314	118	0
129107	2623	314	118	0
129108	2655	314	118	0
129109	2688	313	118	0
129110	2741	314	118	0
129111	2784	314	117	0
129112	2816	314	118	0
129113	2844	314	117	0
129114	2872	314	118	0
129115	2900	313	118	0
129116	2928	313	118	0
129117	2960	313	118	0
129118	2992	313	118	0
129119	3024	313	118	0
129120	3056	313	118	0
129121	3088	313	118	0
129122	3136	313	118	0
129123	3168	313	119	0
