frame	time	x	y	burst
141836	32	336	29	0
141837	64	336	29	0
141838	94	337	29	0
141839	142	338	30	0
141840	174	339	32	0
141841	206	339	32	0
141842	238	341	32	0
141843	270	343	33	0
141844	303	345	34	0
141845	334	347	34	0
141846	366	349	34	0
141847	398	352	35	0
141848	430	354	35	0
141849	462	355	35	0
141850	494	356	35	0
141851	542	356	35	0
141852	574	357	36	0
141853	606	358	37	0
141854	638	360	37	0
141855	670	364	38	0
141856	703	365	38	0
141857	735	366	39	0
141858	766	367	40	0
141859	798	369	41	0
141860	830	371	41	0
141861	862	371	42	0
141862	894	372	43	0
141863	948	374	44	0
141864	990	376	44	0
141865	1022	376	43	0
141866	1050	378	45	0
141867	1079	380	45	0
141868	1108	382	45	0
141869	1137	384	46	0
141870	1166	385	47	0
141871	1198	386	48	0
141872	1230	387	48	0
141873	1262	388	48	0
141874	1294	390	50	0
141875	1342	389	51	0
141876	1374	392	52	0
141877	1406	392	52	0
141878	1438	392	53	0
141879	1470	394	55	0
141880	1502	394	56	0
141881	1534	397	57	0
141882	1566	399	59	0
141883	1598	400	59	0
141884	1630	401	59	0
141885	1662	401	60	0
141886	1694	401	59	0
141887	1742	401	60	0
141888	1774	402	60	0
141889	1806	402	59	0
141890	1838	403	59	0
141891	1870	403	59	0
141892	1902	405	59	0
141893	1934	405	58	0
141894	1966	405	58	0
141895	1998	406	57	0
141896	2030	407	57	0
141897	2062	408	57	0
141898	2094	408	57	0
141899	2148	408	57	0
141900	2190	408	57	0
141901	2221	408	57	0
141902	2249	408	58	0
141903	2277	408	58	0
141904	2305	408	58	0
141905	2334	409	59	0
141906	2366	409	59	0
141907	2398	410	60	0
141908	2430	410	58	0
141909	2462	410	58	0
141910	2494	410	59	0
141911	2542	409	58	0
141912	2574	409	58	0
141913	2606	408	58	0
141914	2638	408	58	0
141915	2670	408	58	0
141916	2702	408	58	0
141917	2734	408	58	0
141918	2766	408	58	0
141919	2798	408	58	0
141920	2830	409	58	0
141921	2862	409	58	0
141922	2894	409	58	0
141923	2942	409	59	0
141924	2974	409	58	0
141925	3006	409	58	0
141926	3038	409	59	0
141927	3070	409	58	0
141928	3102	409	58	0
141929	3134	409	58	0
141930	3166	409	58	0
141931	3198	410	58	0
141932	3230	410	58	0
141933	3262	410	58	0
141934	3294	410	58	0
141935	3348	410	58	0
141936	3390	410	58	0
141937	3422	410	58	0
141938	3450	410	57	0
141939	3478	410	58	0
141940	3507	410	58	0
141941	3536	409	58	0
141942	3566	409	57	0
141943	3598	409	57	0
141944	3630	409	57	0
141945	3662	409	57	0
141946	3694	409	57	0
141947	3742	409	58	0
141948	3774	408	58	0
141949	3806	407	58	0
141950	3838	407	57	0
141951	3870	407	57	0
141952	3902	407	57	0
141953	3934	405	56	0
141954	3966	405	56	0
141955	3998	405	56	0
141956	4030	404	55	0
141957	4062	402	55	0
141958	4094	401	55	0
141959	4126	401	54	0
141960	4174	401	54	0
141961	4206	400	54	0
141962	4238	399	54	0
141963	4270	396	55	0
141964	4302	395	55	0
141965	4334	393	55	0
141966	4366	392	56	0
141967	4398	391	55	0
141968	4430	390	55	0
141969	4462	387	56	0
141970	4494	386	56	0
141971	4526	383	57	0
141972	4580	382	57	0
141973	4622	380	57	0
141974	4652	379	57	0
141975	4680	377	56	0
141976	4708	375	57	0
141977	4737	373	57	0
141978	4766	372	57	0
141979	4798	371	57	0
141980	4830	370	58	0
141981	4862	369	58	0
141982	4894	368	58	0
141983	4926	367	58	0
141984	4974	366	57	0
141985	5006	365	58	0
141986	5038	362	58	0
141987	5070	359	59	0
141988	5102	358	59	0
141989	5134	356	59	0
141990	5166	355	59	0
141991	5198	353	59	0
141992	5230	351	60	0
141993	5262	350	60	0
141994	5294	349	60	0
141995	5326	348	60	0
141996	5374	347	60	0
141997	5406	345	61	0
141998	5438	344	60	0
141999	5470	342	60	0
142000	5502	341	60	0
142001	5534	338	61	0
142002	5566	335	61	0
142003	5598	334	61	0
142004	5630	333	61	0
142005	5662	331	61	0
142006	5694	329	61	0
142007	5726	327	62	0
142008	5780	325	62	0
142009	5821	324	61	0
142010	5851	322	61	0
142011	5880	321	61	0
142012	5908	320	61	0
142013	5936	319	61	0
142014	5966	318	61	0
142015	5998	318	60	0
142016	6030	317	60	0
142017	6062	316	60	0
142018	6094	314	60	0
142019	6126	313	60	0
142020	6174	312	60	0
142021	6206	310	60	0
142022	6238	307	60	0
142023	6270	307	59	0
142024	6302	305	59	0
142025	6334	303	59	0
142026	6366	301	59	0
142027	6398	299	59	0
142028	6430	298	59	0
142029	6462	296	59	0
142030	6494	294	59	0
142031	6526	293	59	0
142032	6574	293	58	0
142033	6606	289	59	0
142034	6638	289	59	0
142035	6670	287	59	0
142036	6702	285	59	0
142037	6734	284	59	0
142038	6766	283	59	0
142039	6798	282	59	0
142040	6830	281	59	0
142041	6862	279	60	0
142042	6894	279	60	0
142043	6926	276	61	0
142044	6979	276	60	0
142045	7022	274	61	0
142046	7052	272	62	0
142047	7080	271	62	0
142048	7109	270	62	0
