frame	time	x	y	burst
40069	32	293	197	0
40070	64	292	201	0
40071	94	290	206	0
40072	126	289	209	0
40073	177	288	213	0
40074	219	286	218	0
40075	251	286	220	0
40076	279	284	226	0
40077	307	284	231	0
40078	335	282	235	0
40079	366	280	239	0
40080	398	280	243	0
40081	430	279	247	0
40082	462	278	251	0
40083	494	277	256	0
40084	527	277	260	0
40085	574	277	264	0
40086	606	278	267	0
40087	638	277	271	0
40088	670	276	274	0
40089	702	276	279	0
40090	734	276	283	0
40091	766	276	287	0
40092	798	276	291	0
40093	830	276	295	0
40094	862	276	299	0
40095	894	277	304	0
40096	926	278	308	0
40097	974	277	312	0
40098	1006	278	315	0
40099	1038	278	319	0
40100	1070	278	323	0
40101	1102	278	327	0
40102	1134	279	330	0
40103	1166	279	334	0
40104	1198	279	338	0
40105	1230	280	342	0
40106	1262	280	345	0
40107	1294	281	350	0
40108	1326	282	353	0
40109	1377	282	357	0
40110	1420	283	360	0
40111	1451	283	364	0
40112	1479	284	368	0
40113	1507	284	372	0
40114	1535	285	375	0
40115	1566	285	378	0
40116	1598	286	382	0
40117	1630	286	386	0
40118	1662	287	389	0
40119	1694	288	392	0
40120	1726	288	395	0
40121	1774	289	400	0
40122	1806	289	402	0
40123	1838	290	407	0
40124	1870	290	410	0
40125	1902	291	413	0
40126	1934	292	416	0
40127	1966	293	421	0
40128	1998	294	423	0
40129	2030	296	427	0
40130	2062	297	430	0
40131	2094	299	430	0
40132	2126	299	432	0
40133	2174	300	432	0
40134	2206	300	433	0
40135	2238	300	433	0
40136	2270	300	433	0
40137	2302	301	433	0
40138	2334	301	432	0
40139	2366	302	432	0
40140	2398	302	431	0
40141	2430	304	431	0
40142	2462	305	431	0
40143	2494	306	431	0
40144	2526	307	431	0
40145	2578	309	431	0
40146	2621	312	431	0
40147	2649	314	431	0
40148	2677	316	431	0
40149	2705	318	431	0
40150	2735	320	431	0
40151	2767	321	431	0
40152	2799	322	431	0
40153	2831	322	431	0
40154	2863	322	431	0
40155	2895	322	430	0
40156	2927	323	431	0
40157	2981	323	431	0
40158	3019	322	431	0
40159	3048	322	430	0
40160	3077	321	430	0
40161	3104	321	430	0
40162	3135	321	431	0
40163	3167	320	432	0
40164	3199	320	434	0
40165	3231	320	433	0
40166	3263	319	433	0
40167	3295	318	432	0
40168	3327	316	433	0
40169	3375	316	433	0
40170	3407	315	433	0
40171	3439	313	433	0
40172	3471	313	432	0
40173	3503	311	432	0
40174	3535	311	432	0
40175	3567	310	431	0
40176	3599	308	431	0
40177	3631	306	431	0
40178	3663	306	431	0
40179	3695	304	431	0
40180	3727	302	430	0
40181	3777	300	431	0
40182	3821	300	430	0
40183	3848	298	430	0
40184	3877	296	430	0
40185	3904	294	430	0
40186	3935	293	430	0
40187	3967	290	430	0
40188	3999	288	431	0
40189	4031	287	430	0
40190	4063	285	430	0
40191	4095	284	431	0
40192	4127	284	430	0
40193	4175	283	430	0
40194	4207	283	429	0
40195	4239	281	429	0
40196	4271	280	429	0
40197	4303	280	428	0
40198	4335	280	428	0
40199	4367	279	427	0
40200	4399	279	426	0
40201	4431	278	424	0
40202	4463	278	422	0
40203	4495	278	420	0
40204	4527	279	417	0
40205	4559	279	416	0
40206	4607	280	412	0
40207	4639	281	410	0
40208	4671	282	406	0
40209	4703	284	404	0
40210	4735	285	401	0
40211	4767	286	398	0
40212	4799	288	395	0
40213	4831	291	392	0
40214	4863	293	389	0
40215	4895	294	387	0
40216	4927	297	382	0
40217	4959	299	380	0
40218	5012	300	378	0
40219	5054	302	374	0
40220	5081	303	371	0
40221	5109	305	368	0
40222	5138	306	365	0
40223	5167	307	361	0
40224	5199	308	358	0
40225	5231	310	354	0
40226	5263	311	351	0
40227	5295	312	347	0
40228	5327	313	344	0
40229	5359	314	341	0
40230	5407	316	337	0
40231	5439	317	334	0
40232	5471	318	330	0
40233	5503	318	327	0
40234	5535	320	323	0
40235	5567	321	320	0
40236	5599	323	316	0
40237	5631	324	312	0
40238	5663	326	309	0
40239	5695	326	305	0
40240	5727	327	301	0
40241	5759	329	297	0
40242	5807	329	294	0
40243	5839	330	290	0
40244	5871	332	286	0
40245	5903	333	282	0
40246	5935	334	279	0
40247	5967	335	275	0
40248	5999	336	272	0
40249	6031	337	268	0
40250	6063	338	264	0
40251	6095	338	261	0
40252	6127	340	258	0
40253	6159	340	254	0
40254	6212	342	251	0
40255	6254	343	247	0
40256	6285	344	244	0
40257	6312	345	241	0
40258	6340	346	237	0
40259	6368	347	234	0
40260	6399	348	230	0
40261	6432	348	227	0
40262	6463	348	224	0
40263	6495	350	219	0
40264	6527	350	217	0
40265	6559	351	214	0
40266	6607	352	209	0
40267	6639	353	207	0
40268	6671	354	203	0
40269	6703	355	200	0
40270	6735	355	197	0
40271	6767	356	194	0
40272	6799	357	190	0
40273	6831	358	187	0
40274	6863	359	184	0
40275	6895	360	180	0
40276	6927	361	177	0
40277	6959	362	173	0
40278	7007	363	170	0
40279	7039	363	166	0
40280	7071	365	163	0
40281	7103	366	159	0
40282	7135	368	157	0
40283	7167	368	153	0
40284	7199	369	150	0
40285	7231	371	146	0
40286	7263	371	144	0
40287	7295	373	140	0
40288	7327	373	138	0
40289	7359	374	134	0
40290	7412	375	131	0
40291	7454	376	128	0
40292	7485	377	126	0
40293	7512	378	122	0
40294	7539	378	120	0
40295	7567	379	117	0
40296	7599	380	115	0
40297	7631	380	112	0
40298	7663	381	109	0
40299	7695	382	106	0
40300	7727	383	103	0
40301	7759	384	101	0
40302	7807	384	99	0
40303	7839	386	97	0
40304	7871	386	94	0
40305	7903	387	90	0
40306	7935	387	88	0
40307	7967	388	85	0
40308	7999	388	82	0
40309	8031	388	79	0
40310	8063	388	75	0
40311	8095	389	73	0
40312	8127	389	69	0
40313	8159	390	66	0
40314	8207	390	63	0
40315	8239	390	61	0
40316	8271	390	57	0
40317	8303	391	54	0
40318	8335	391	52	0
40319	8367	391	48	0
40320	8399	392	47	0
40321	8431	392	44	0
40322	8463	392	43	0
40323	8495	392	43	0
40324	8527	392	43	0
40325	8559	392	42	0
40326	8612	392	43	0
40327	8654	391	42	0
40328	8685	391	43	0
40329	8713	391	45	0
40330	8741	391	46	0
40331	8769	390	48	0
40332	8799	390	48	0
40333	8831	390	49	0
40334	8863	390	50	0
40335	8895	388	51	0
40336	8927	388	52	0
40337	8959	388	53	0
40338	9007	388	54	0
40339	9039	389	54	0
40340	9071	389	55	0
40341	9103	389	56	0
40342	9135	390	57	0
40343	9167	390	58	0
40344	9199	391	60	0
40345	9231	391	61	0
40346	9263	390	63	0
40347	9295	391	65	0
40348	9327	390	66	0
40349	9359	390	69	0
40350	9407	390	71	0
40351	9439	390	73	0
40352	9471	390	76	0
40353	9503	390	79	0
40354	9535	388	82	0
40355	9567	388	85	0
40356	9599	388	86	0
40357	9631	387	89	0
40358	9663	387	92	0
40359	9695	385	94	0
40360	9727	384	98	0
40361	9759	383	99	0
40362	9812	383	101	0
40363	9854	382	104	0
40364	9885	381	105	0
40365	9915	380	108	0
40366	9943	378	110	0
40367	9970	378	111	0
40368	9999	377	114	0
40369	10031	376	116	0
40370	10063	374	120	0
40371	10095	374	122	0
40372	10127	371	126	0
40373	10159	370	128	0
40374	10207	370	129	0
40375	10239	368	133	0
40376	10271	365	137	0
40377	10303	364	139	0
40378	10335	363	143	0
40379	10367	362	145	0
