frame	time	x	y	burst
140980	32	334	449	0
140981	64	334	450	0
140982	95	334	450	0
140983	127	334	449	0
140984	175	334	448	0
140985	218	334	448	0
140986	247	333	447	0
140987	278	333	446	0
140988	307	333	445	0
140989	337	333	445	0
140990	367	333	444	0
140991	399	332	443	0
140992	431	332	442	0
140993	463	332	442	0
140994	495	332	441	0
140995	527	329	442	0
140996	575	329	441	0
140997	608	327	440	0
140998	639	326	440	0
140999	671	325	440	0
141000	703	325	439	0
141001	735	324	438	0
141002	767	323	437	0
141003	799	321	437	0
141004	831	320	437	0
141005	863	320	436	0
141006	895	318	435	0
141007	927	317	434	0
141008	976	317	433	0
141009	1008	315	432	0
141010	1039	315	432	0
141011	1071	315	431	0
141012	1103	314	430	0
141013	1135	313	430	0
141014	1167	313	430	0
141015	1199	313	429	0
141016	1231	313	428	0
141017	1263	312	427	0
141018	1295	311	426	0
141019	1328	310	424	0
141020	1376	308	422	0
141021	1420	306	419	0
141022	1450	306	417	0
141023	1480	305	415	0
141024	1509	304	414	0
141025	1539	302	412	0
141026	1569	302	410	0
141027	1599	299	407	0
141028	1631	297	404	0
141029	1663	294	401	0
141030	1696	292	399	0
141031	1729	291	398	0
141032	1776	287	394	0
141033	1808	286	392	0
141034	1840	284	391	0
141035	1872	282	388	0
141036	1904	280	386	0
141037	1936	277	383	0
141038	1968	277	381	0
141039	2000	275	378	0
141040	2032	273	376	0
141041	2064	271	374	0
141042	2097	269	371	0
141043	2129	267	369	0
141044	2176	265	368	0
141045	2208	263	366	0
141046	2240	262	364	0
141047	2272	260	362	0
141048	2304	259	360	0
141049	2336	258	359	0
141050	2368	257	357	0
141051	2400	256	355	0
141052	2432	254	353	0
141053	2465	253	352	0
141054	2497	251	350	0
141055	2528	251	349	0
141056	2576	248	348	0
141057	2620	248	349	0
141058	2650	246	349	0
141059	2679	245	349	0
141060	2708	246	348	0
141061	2739	243	349	0
141062	2769	242	349	0
141063	2800	240	349	0
141064	2833	238	348	0
141065	2865	238	347	0
141066	2896	235	347	0
141067	2928	232	346	0
141068	2960	229	345	0
141069	3008	226	344	0
141070	3040	223	343	0
141071	3072	222	342	0
141072	3104	219	341	0
141073	3136	215	341	0
141074	3168	213	340	0
141075	3200	212	339	0
141076	3233	207	339	0
141077	3265	204	338	0
141078	3296	203	338	0
141079	3328	201	338	0
141080	3360	198	337	0
141081	3408	196	336	0
141082	3440	194	335	0
141083	3472	190	334	0
141084	3504	188	333	0
141085	3536	186	333	0
141086	3568	183	332	0
141087	3601	182	331	0
141088	3633	179	331	0
141089	3664	176	330	0
141090	3696	175	329	0
141091	3728	174	328	0
141092	3760	169	327	0
141093	3811	166	326	0
141094	3854	164	325	0
141095	3883	162	325	0
141096	3913	161	324	0
141097	3942	158	324	0
141098	3972	153	323	0
141099	4001	149	322	0
141100	4032	147	321	0
141101	4064	144	320	0
141102	4096	141	319	0
141103	4128	141	319	0
141104	4160	137	319	0
141105	4208	134	319	0
141106	4240	131	319	0
141107	4272	127	319	0
141108	4304	124	319	0
141109	4337	121	319	0
141110	4369	119	319	0
141111	4400	118	319	0
141112	4432	112	320	0
141113	4464	111	320	0
141114	4496	110	320	0
141115	4528	105	321	0
141116	4560	103	322	0
141117	4608	102	322	0
141118	4640	101	322	0
141119	4672	96	324	0
141120	4704	96	324	0
141121	4737	96	324	0
141122	4769	96	324	0
141123	4800	96	324	0
141124	4832	96	323	0
141125	4864	97	322	0
141126	4896	97	322	0
141127	4928	98	322	0
141128	4960	98	322	0
141129	5010	99	322	0
141130	5054	100	322	0
141131	5083	101	322	0
141132	5113	101	322	0
141133	5142	101	321	0
141134	5173	101	321	0
141135	5203	101	321	0
141136	5232	101	320	0
141137	5264	101	320	0
141138	5296	101	319	0
141139	5328	101	319	0
141140	5360	101	318	0
141141	5408	102	317	0
141142	5440	102	318	0
141143	5472	102	318	0
141144	5505	102	318	0
141145	5536	102	318	0
141146	5568	102	318	0
141147	5600	102	317	0
141148	5632	103	317	0
141149	5664	103	317	0
141150	5696	103	317	0
141151	5728	103	317	0
141152	5760	103	317	0
141153	5808	103	317	0
141154	5840	103	317	0
141155	5872	103	317	0
141156	5904	103	317	0
141157	5936	103	317	0
141158	5968	103	317	0
141159	6000	103	317	0
141160	6032	103	317	0
141161	6064	103	317	0
141162	6096	103	316	0
141163	6128	103	316	0
141164	6160	103	316	0
141165	6211	103	316	0
141166	6252	103	316	0
141167	6284	104	316	0
141168	6314	104	316	0
141169	6343	104	316	0
141170	6373	104	316	0
141171	6402	104	316	0
141172	6432	104	316	0
141173	6464	104	316	0
141174	6496	104	316	0
141175	6528	104	316	0
141176	6560	104	316	0
141177	6608	105	316	0
141178	6640	105	316	0
141179	6672	105	316	0
141180	6704	106	317	0
141181	6736	106	317	0
141182	6768	107	316	0
141183	6800	108	317	0
141184	6832	111	316	0
141185	6864	112	317	0
141186	6896	113	317	0
141187	6928	114	317	0
141188	6960	115	317	0
141189	7008	116	317	0
141190	7040	117	317	0
141191	7072	119	317	0
141192	7104	119	317	0
141193	7136	121	318	0
141194	7168	123	318	0
141195	7200	124	317	0
141196	7232	126	317	0
141197	7264	127	317	0
141198	7296	129	317	0
141199	7328	129	317	0
141200	7360	131	317	0
141201	7410	132	317	0
141202	7452	134	317	0
141203	7485	136	317	0
141204	7514	138	318	0
141205	7543	140	318	0
141206	7572	143	317	0
141207	7601	147	317	0
141208	7632	150	317	0
141209	7664	153	317	0
141210	7696	156	316	0
141211	7728	158	317	0
141212	7760	161	317	0
141213	7808	163	317	0
141214	7840	166	317	0
141215	7872	170	318	0
141216	7904	173	319	0
141217	7936	177	319	0
141218	7968	180	319	0
141219	8000	182	319	0
141220	8032	184	319	0
141221	8064	187	318	0
141222	8096	190	318	0
141223	8128	193	318	0
141224	8160	196	318	0
141225	8208	197	319	0
141226	8240	200	319	0
141227	8272	202	319	0
141228	8304	203	319	0
141229	8336	205	319	0
141230	8368	208	319	0
141231	8400	210	319	0
141232	8432	212	319	0
141233	8464	214	319	0
141234	8496	215	320	0
141235	8529	216	320	0
141236	8560	217	320	0
141237	8610	218	320	0
141238	8652	220	321	0
141239	8685	220	321	0
141240	8714	220	322	0
141241	8743	220	322	0
141242	8772	221	322	0
141243	8802	221	322	0
141244	8832	222	322	0
141245	8864	222	323	0
