frame	time	x	y	burst
218657	32	305	361	0
218658	64	306	361	0
218659	94	307	361	0
218660	126	308	362	0
218661	158	310	363	0
218662	190	312	363	0
218663	222	314	365	0
218664	254	316	366	0
218665	302	318	367	0
218666	335	320	368	0
218667	366	323	369	0
218668	398	324	370	0
218669	430	327	372	0
218670	462	330	373	0
218671	494	332	375	0
218672	526	334	375	0
218673	558	337	378	0
218674	590	340	380	0
218675	622	342	382	0
218676	654	345	385	0
218677	708	348	387	0
218678	751	350	389	0
218679	783	352	391	0
218680	815	354	393	0
218681	847	355	394	0
218682	879	357	395	0
218683	911	359	397	0
218684	939	360	399	0
218685	967	362	401	0
218686	996	364	403	0
218687	1024	366	405	0
218688	1055	367	405	0
218689	1103	368	406	0
218690	1135	368	406	0
218691	1167	368	406	0
218692	1200	367	406	0
218693	1231	366	406	0
218694	1263	366	408	0
218695	1295	365	408	0
218696	1327	365	410	0
218697	1359	364	413	0
218698	1391	364	414	0
218699	1423	363	417	0
218700	1455	363	419	0
218701	1487	363	422	0
218702	1535	362	425	0
218703	1572	361	428	0
218704	1601	361	428	0
218705	1631	361	427	0
218706	1663	360	427	0
218707	1695	360	427	0
218708	1727	360	426	0
218709	1759	360	426	0
218710	1791	359	426	0
218711	1823	359	426	0
218712	1855	359	425	0
218713	1887	358	425	0
218714	1941	358	424	0
218715	1980	358	424	0
218716	2008	357	423	0
218717	2037	356	423	0
218718	2066	353	423	0
218719	2095	353	422	0
218720	2127	351	421	0
218721	2159	349	421	0
218722	2191	348	420	0
218723	2223	346	419	0
218724	2255	346	418	0
218725	2287	343	418	0
218726	2335	342	417	0
218727	2367	340	416	0
218728	2399	337	416	0
218729	2431	333	415	0
218730	2463	331	415	0
218731	2495	329	414	0
218732	2527	327	414	0
218733	2559	323	414	0
218734	2591	322	413	0
218735	2623	320	413	0
218736	2655	317	413	0
218737	2687	314	413	0
218738	2735	311	413	0
218739	2773	308	413	0
218740	2802	305	413	0
218741	2832	301	413	0
218742	2863	299	413	0
218743	2895	294	413	0
218744	2927	292	413	0
218745	2959	291	412	0
218746	2991	286	413	0
218747	3023	284	412	0
218748	3055	281	412	0
218749	3087	280	411	0
218750	3141	275	411	0
218751	3181	274	410	0
218752	3211	271	409	0
218753	3239	268	409	0
218754	3267	267	408	0
218755	3295	266	407	0
218756	3327	264	407	0
218757	3359	264	406	0
218758	3391	262	405	0
218759	3423	262	404	0
218760	3455	260	404	0
218761	3487	260	403	0
218762	3535	258	401	0
218763	3567	257	399	0
218764	3599	254	398	0
218765	3631	253	397	0
218766	3663	250	396	0
218767	3695	249	395	0
218768	3727	248	394	0
218769	3759	244	392	0
218770	3791	244	390	0
218771	3823	244	389	0
218772	3855	243	388	0
218773	3887	243	388	0
218774	3935	243	387	0
218775	3971	243	385	0
218776	3999	243	383	0
218777	4031	243	382	0
218778	4063	243	380	0
218779	4095	243	377	0
218780	4127	244	373	0
218781	4159	244	371	0
218782	4191	244	368	0
218783	4223	244	366	0
218784	4255	244	363	0
218785	4287	243	362	0
218786	4341	242	362	0
218787	4381	241	361	0
218788	4411	242	362	0
218789	4439	241	363	0
218790	4467	240	362	0
218791	4495	239	362	0
218792	4527	237	363	0
218793	4559	236	362	0
218794	4591	234	363	0
218795	4623	234	364	0
218796	4655	233	366	0
218797	4687	232	368	0
218798	4735	230	371	0
218799	4767	229	373	0
218800	4799	230	374	0
218801	4831	227	377	0
218802	4863	225	380	0
218803	4895	224	382	0
218804	4927	221	386	0
218805	4959	220	388	0
218806	4991	218	390	0
218807	5023	215	394	0
218808	5055	213	396	0
218809	5087	211	400	0
218810	5135	210	402	0
218811	5171	208	405	0
218812	5199	207	407	0
218813	5231	205	410	0
218814	5263	203	413	0
218815	5295	202	415	0
218816	5327	200	417	0
218817	5359	198	420	0
218818	5391	199	420	0
218819	5423	198	421	0
218820	5455	198	421	0
218821	5487	198	420	0
218822	5541	198	420	0
218823	5582	198	420	0
218824	5614	198	419	0
218825	5646	198	419	0
218826	5678	198	418	0
218827	5709	198	417	0
218828	5737	198	417	0
218829	5765	197	416	0
218830	5793	196	416	0
