frame	time	x	y	burst
408916	32	365	278	0
408917	65	365	281	0
408918	97	366	284	0
408919	130	365	287	0
408920	160	365	290	0
408921	200	365	293	0
408922	233	365	297	0
408923	265	364	299	0
408924	297	364	303	0
408925	329	363	306	0
408926	361	363	309	0
408927	400	364	310	0
408928	433	362	314	0
408929	465	364	318	0
408930	497	363	323	0
408931	529	363	325	0
408932	561	363	328	0
408933	600	364	333	0
408934	632	363	334	0
408935	665	363	339	0
408936	697	364	343	0
408937	729	363	346	0
408938	761	364	350	0
408939	800	364	352	0
408940	832	364	355	0
408941	864	364	359	0
408942	897	363	361	0
408943	929	365	364	0
408944	961	365	367	0
408945	1000	365	369	0
408946	1032	365	372	0
408947	1065	365	375	0
408948	1097	365	378	0
408949	1129	364	380	0
408950	1161	364	383	0
408951	1200	364	387	0
408952	1232	365	389	0
408953	1264	364	392	0
408954	1297	365	398	0
408955	1329	364	399	0
408956	1361	364	403	0
408957	1400	364	405	0
408958	1432	364	410	0
408959	1464	364	411	0
408960	1497	365	412	0
408961	1529	365	419	0
408962	1561	365	421	0
408963	1600	364	426	0
408965	1664	364	432	0
408966	1696	365	434	0
408967	1728	367	438	0
408968	1761	366	435	0
408969	1800	365	433	0
408970	1832	365	431	0
408971	1864	365	430	0
408972	1896	365	429	0
408973	1929	365	429	0
408974	1960	364	430	0
408975	2000	362	430	0
408976	2032	360	434	0
408977	2064	360	434	0
408978	2096	358	437	0
408979	2129	359	435	0
408980	2160	358	434	0
408981	2200	358	434	0
408982	2232	358	435	0
408983	2264	358	434	0
408984	2296	358	434	0
408985	2328	358	434	0
408986	2360	358	433	0
408988	2432	356	433	0
408989	2464	350	437	0
408990	2496	350	436	0
408991	2528	347	438	0
408992	2561	346	437	0
408993	2600	344	439	0
408995	2664	344	439	0
408996	2696	344	440	0
408997	2728	344	439	0
408998	2761	342	439	0
408999	2800	342	439	0
409002	2896	339	440	0
409003	2928	338	441	0
409004	2961	337	442	0
409005	3000	336	443	0
409006	3032	336	441	0
409007	3064	339	440	0
409008	3096	339	441	0
409009	3128	340	445	0
409010	3160	341	442	0
409011	3200	343	440	0
409012	3232	343	438	0
409013	3264	345	440	0
409014	3296	345	439	0
409015	3328	346	439	0
409016	3360	343	437	0
409018	3432	345	436	0
409019	3464	346	435	0
409020	3496	346	433	0
409021	3528	345	433	0
409022	3560	344	431	0
409023	3600	345	428	0
409024	3632	345	428	0
409025	3664	347	422	0
409026	3696	347	421	0
409027	3728	347	422	0
409028	3760	348	419	0
409029	3800	350	417	0
409030	3832	351	414	0
409031	3864	351	413	0
409032	3896	354	411	0
409033	3928	354	410	0
409034	3960	354	407	0
409035	4000	356	403	0
409036	4032	357	403	0
409037	4064	359	399	0
409038	4096	358	400	0
409039	4128	358	399	0
409040	4160	359	398	0
409041	4200	359	397	0
409042	4232	359	396	0
409043	4264	362	392	0
409044	4296	364	387	0
409045	4328	364	389	0
409046	4360	366	387	0
409047	4400	366	384	0
409048	4432	367	380	0
409049	4464	369	380	0
409050	4496	369	378	0
409051	4528	371	376	0
409052	4560	371	373	0
409053	4600	373	371	0
409054	4643	372	370	0
409055	4671	374	367	0
409056	4699	376	365	0
409057	4728	376	364	0
409058	4760	377	362	0
409059	4800	380	361	0
409060	4832	380	358	0
409061	4864	381	357	0
409062	4896	383	355	0
409063	4928	384	351	0
409064	4960	387	350	0
409065	5000	389	347	0
409066	5032	391	344	0
409067	5064	390	342	0
409068	5096	393	340	0
409069	5128	395	337	0
409070	5160	395	334	0
409071	5200	398	332	0
409072	5232	397	330	0
409073	5264	398	328	0
409074	5296	399	326	0
409075	5328	402	322	0
409076	5360	402	320	0
409077	5400	403	318	0
409078	5432	403	315	0
409079	5464	404	313	0
409080	5496	405	310	0
409081	5528	408	307	0
409082	5560	408	304	0
409083	5600	408	301	0
409084	5632	411	299	0
409085	5664	411	297	0
409086	5696	413	294	0
409087	5728	414	291	0
409088	5760	415	288	0
409089	5792	416	285	0
409090	5832	418	282	0
409091	5864	420	280	0
409092	5896	421	278	0
409093	5928	423	275	0
409094	5960	425	271	0
409095	5992	426	268	0
409096	6032	428	266	0
409097	6064	430	261	0
409098	6096	432	258	0
409099	6128	433	256	0
409100	6160	435	253	0
409101	6192	436	251	0
409102	6232	439	248	0
409103	6264	440	246	0
409104	6296	442	243	0
409105	6328	444	242	0
409106	6360	445	238	0
409107	6392	446	236	0
409108	6432	447	235	0
409109	6464	448	232	0
409110	6496	450	230	0
409111	6528	450	228	0
409112	6560	451	225	0
409113	6592	451	223	0
409114	6632	450	219	0
409115	6664	450	218	0
409116	6696	449	215	0
409117	6728	449	212	0
409118	6760	449	209	0
