frame	time	x	y	burst
568099	32	300	35	0
568100	64	300	35	0
568101	96	300	35	0
568102	127	300	36	0
568103	159	300	36	0
568104	191	300	36	0
568105	223	301	37	0
568106	255	301	39	0
568107	303	301	40	0
568108	335	301	42	0
568109	367	301	43	0
568110	399	302	47	0
568111	431	301	50	0
568112	463	301	54	0
568113	495	301	57	0
568114	527	302	62	0
568115	559	302	65	0
568116	591	303	69	0
568117	623	304	74	0
568118	655	304	78	0
568119	708	305	81	0
568120	750	305	86	0
568121	782	305	89	0
568122	813	306	94	0
568123	843	307	98	0
568124	874	307	101	0
568125	905	308	105	0
568126	935	308	108	0
568127	965	309	112	0
568128	995	309	116	0
568129	1026	309	119	0
568130	1056	309	122	0
568131	1103	310	125	0
568132	1135	311	130	0
568133	1167	312	133	0
568134	1199	312	137	0
568135	1232	314	141	0
568136	1263	314	144	0
568137	1295	316	148	0
568138	1327	317	153	0
568139	1359	318	156	0
568140	1391	320	161	0
568141	1423	321	164	0
568142	1455	322	168	0
568143	1503	323	170	0
568144	1535	324	175	0
568145	1567	326	178	0
568146	1600	326	182	0
568147	1631	327	185	0
568148	1663	328	189	0
568149	1695	329	193	0
568150	1727	330	197	0
568151	1759	331	200	0
568152	1791	332	205	0
568153	1823	334	208	0
568154	1855	334	211	0
568155	1907	336	215	0
568156	1950	337	219	0
568157	1982	338	222	0
568158	2013	339	226	0
568159	2044	341	230	0
568160	2074	342	233	0
568161	2104	343	237	0
568162	2134	345	241	0
568163	2163	346	244	0
568164	2193	348	249	0
568165	2223	349	252	0
568166	2255	350	256	0
568167	2303	351	259	0
568168	2335	353	264	0
568169	2367	355	268	0
568170	2399	355	271	0
568171	2431	357	276	0
568172	2463	359	281	0
568173	2495	360	284	0
568174	2527	361	287	0
568175	2559	362	291	0
568176	2591	364	296	0
568177	2623	364	298	0
568178	2655	366	303	0
568179	2703	366	306	0
568180	2735	368	311	0
568181	2767	368	315	0
568182	2799	370	319	0
568183	2831	371	323	0
568184	2863	373	327	0
568185	2895	374	329	0
568186	2927	376	334	0
568187	2959	377	338	0
568188	2991	378	340	0
568189	3023	379	344	0
568190	3055	381	348	0
568191	3108	383	352	0
568192	3150	384	355	0
568193	3180	385	359	0
568194	3212	387	362	0
568195	3241	388	366	0
568196	3271	390	368	0
568197	3301	391	373	0
568198	3332	392	376	0
568199	3364	393	380	0
568200	3395	395	384	0
568201	3426	395	387	0
568202	3455	397	391	0
568203	3503	398	396	0
568204	3535	398	399	0
568205	3567	400	403	0
568206	3599	400	406	0
568207	3631	402	411	0
568208	3663	403	415	0
568209	3695	403	418	0
568210	3727	404	422	0
568211	3759	405	427	0
568212	3791	406	429	0
568213	3823	406	432	0
568214	3855	407	435	0
568215	3903	407	437	0
568216	3935	407	436	0
568217	3967	407	437	0
568218	3999	407	437	0
568219	4031	407	436	0
568220	4063	407	437	0
568221	4095	407	437	0
568222	4127	407	436	0
568223	4159	407	437	0
568224	4191	407	437	0
568225	4223	407	437	0
568226	4255	408	437	0
568227	4308	408	436	0
568228	4356	408	437	0
568229	4396	407	437	0
568230	4426	407	437	0
568231	4457	407	437	0
568232	4487	407	437	0
568233	4521	407	437	0
568234	4554	407	437	0
568235	4585	407	437	0
568236	4618	407	438	0
568237	4650	407	437	0
568238	4682	407	437	0
568239	4713	407	437	0
568240	4742	407	437	0
568241	4774	407	438	0
568242	4804	407	438	0
568243	4834	407	439	0
568244	4864	407	438	0
568245	4895	407	438	0
568246	4927	407	438	0
568247	4959	407	438	0
568248	4992	407	438	0
568249	5022	407	438	0
568250	5054	407	438	0
568251	5087	406	437	0
568252	5134	406	437	0
568253	5173	406	438	0
568254	5203	406	437	0
568255	5235	406	437	0
568256	5265	406	437	0
568257	5296	406	437	0
568258	5327	406	437	0
568259	5359	406	437	0
568260	5391	406	437	0
568261	5423	406	438	0
568262	5455	406	438	0
568263	5487	406	438	0
568264	5535	406	437	0
568265	5567	406	439	0
568266	5599	406	437	0
568267	5631	406	438	0
568268	5663	406	438	0
568269	5695	406	438	0
568270	5727	406	439	0
568271	5759	406	438	0
568272	5790	406	438	0
568273	5823	406	439	0
568274	5855	406	438	0
568275	5887	406	439	0
568276	5934	406	439	0
568277	5967	406	438	0
568278	5999	406	439	0
568279	6031	406	439	0
568280	6063	406	438	0
568281	6095	406	438	0
568282	6127	406	438	0
568283	6159	406	439	0
568284	6191	406	439	0
568285	6223	406	438	0
568286	6255	406	438	0
568287	6287	406	438	0
568288	6334	406	439	0
568289	6373	406	439	0
568290	6405	406	439	0
568291	6436	406	439	0
568292	6467	406	438	0
568293	6496	406	439	0
568294	6527	406	439	0
568295	6559	406	439	0
568296	6590	406	439	0
568297	6623	406	438	0
568298	6654	406	439	0
568299	6687	406	439	0
568300	6734	406	439	0
568301	6766	406	438	0
568302	6799	406	438	0
568303	6831	406	439	0
568304	6863	406	438	0
568305	6894	406	438	0
568306	6926	406	438	0
568307	6959	406	439	0
568308	6991	406	439	0
568309	7023	406	439	0
568310	7054	406	439	0
568311	7087	406	439	0
568312	7134	406	439	0
568313	7166	406	439	0
568314	7199	406	439	0
568315	7231	406	439	0
568316	7262	406	439	0
568317	7294	406	440	0
568318	7326	406	440	0
568319	7359	406	439	0
568320	7391	406	439	0
568321	7422	406	439	0
568322	7455	406	439	0
568323	7486	406	439	0
568324	7534	406	439	0
568325	7573	406	439	0
568326	7604	406	439	0
568327	7635	406	439	0
568328	7665	406	439	0
568329	7695	406	439	0
568330	7727	406	439	0
568331	7758	406	439	0
568332	7791	406	439	0
568333	7822	406	440	0
568334	7855	406	439	0
568335	7887	406	439	0
568336	7934	406	439	0
568337	7967	406	440	0
568338	7999	406	439	0
568339	8030	406	439	0
568340	8062	406	440	0
568341	8094	406	440	0
568342	8127	406	439	0
568343	8158	406	439	0
568344	8191	406	440	0
568345	8222	406	439	0
568346	8254	406	439	0
568347	8286	406	439	0
568348	8334	406	439	0
568349	8367	406	439	0
568350	8399	406	439	0
568351	8431	406	439	0
568352	8462	406	440	0
568353	8495	406	439	0
568354	8526	406	439	0
568355	8559	406	439	0
568356	8590	406	440	0
568357	8622	406	439	0
568358	8655	406	439	0
568359	8687	406	440	0
568360	8735	406	439	0
568361	8775	406	440	0
568362	8805	406	439	0
568363	8834	406	440	0
568364	8865	406	440	0
568365	8895	406	440	0
568366	8927	406	440	0
568367	8958	406	439	0
568368	8990	406	439	0
568369	9022	406	439	0
568370	9055	406	439	0
568371	9087	406	439	0
568372	9140	406	439	0
568373	9181	406	439	0
568374	9213	406	439	0
568375	9244	406	439	0
568376	9275	406	439	0
568377	9304	406	440	0
568378	9333	406	439	0
568379	9364	407	439	0
568380	9394	406	440	0
568381	9424	406	440	0
568382	9455	406	439	0
568383	9487	406	439	0
568384	9534	406	439	0
568385	9566	406	439	0
